"","GSM95424","GSM95425","GSM95444","GSM95324","GSM95421","GSM95423","GSM95325","GSM95420","GSM95422","GSM95290","GSM95292","GSM95293","GSM95262","GSM95263","GSM95291","GSM95112","GSM95114","GSM95242","GSM95237","GSM95239","GSM95256","GSM95236","GSM95259","GSM95295","GSM95194","GSM95296","GSM95323","GSM95260","GSM95261","GSM95294"
"141288_at",5.10772,4.92417,4.88953,4.80796,4.99675,5.02072,4.86981,4.9268,4.81431,5.35273,5.17462,4.78597,5.07465,4.92002,4.99881,4.96489,4.97203,4.78519,5.25788,5.16213,4.90165,4.87285,4.82342,5.02105,4.8104,5.14292,5.05715,4.6378,4.896,4.57465
"141289_at",9.63893,9.66909,9.60199,9.2357,9.2817,9.59943,9.267,9.58081,9.35758,9.83887,9.77662,9.75696,9.77058,9.58004,9.96908,9.40953,9.52994,9.67997,9.53374,9.6004,9.88788,9.41836,8.67922,9.63906,9.43748,9.89883,9.68435,9.25393,9.68676,9.60691
"141290_at",3.27049,3.27407,3.35894,3.27445,3.08068,3.34509,3.3884,3.33593,3.47501,3.33822,3.49338,3.23198,3.3206,3.15573,3.55387,3.468,3.27674,3.47023,3.93932,3.53236,3.52368,3.33534,3.61016,3.54817,3.62024,3.70622,3.55729,3.79744,3.81679,3.56904
"141291_at",5.41213,5.68374,5.51853,5.47811,5.41887,5.50467,5.28183,5.44004,5.25884,5.51527,5.631,5.23983,5.58204,5.32088,5.57209,5.48489,5.2149,5.46525,5.63809,5.52602,5.48734,5.2892,5.35484,5.52519,5.44241,5.57397,5.45981,5.36765,5.44112,5.11842
"141292_at",4.49667,4.6141,4.43072,4.46016,4.60428,4.50064,4.41649,4.45135,4.51294,4.86623,4.66055,4.49502,4.42311,4.65859,4.48071,4.48103,4.49519,4.50733,4.52377,4.58988,4.54962,4.09756,4.59335,4.45164,4.57651,4.54566,4.60019,4.32268,4.33969,4.59111
"141293_at",5.6898,5.51039,5.66613,5.63422,5.71919,5.78891,5.7401,5.56939,5.77963,5.51419,5.48636,5.67716,5.63653,5.81997,5.55534,5.61183,5.73911,5.74865,5.61832,5.71212,5.52873,5.6899,6.04067,5.67274,5.72928,5.58274,5.6919,5.83556,5.78396,5.65948
"141294_at",3.33723,3.3433,3.32435,3.43959,3.16119,3.16802,3.32531,3.39472,3.29601,3.60667,3.45987,3.35777,3.5221,3.43087,3.51719,3.44854,3.33637,3.50519,3.51424,3.63566,3.55551,3.47307,3.45544,3.45811,3.48904,3.49438,3.63302,3.32095,3.47508,3.05977
"141295_at",2.66679,2.70013,2.84106,2.7459,2.71993,2.89078,2.85094,2.87057,2.82799,2.64893,2.69495,2.89223,2.88061,2.9627,2.84891,2.88993,2.82443,2.82454,2.80687,2.97776,2.83284,3.00885,2.89786,2.92045,2.82923,2.76882,2.79415,2.98858,2.92286,2.73843
"141296_at",5.97435,6.00081,6.16877,6.15972,6.09792,6.09213,5.94586,6.16884,6.15472,6.47257,6.66137,6.2234,6.38379,6.15963,6.3089,6.13201,5.85643,6.64084,6.51577,6.23725,6.11219,6.01635,6.28169,6.25362,6.24547,6.51275,6.34588,6.36944,6.31274,5.93832
"141297_at",4.63489,4.61091,4.5174,4.61134,4.79587,4.58057,4.50725,4.70317,4.69304,4.60018,4.65419,4.63531,4.57356,4.54579,4.6681,4.54517,4.74379,4.70125,4.62415,4.51164,4.7718,4.73224,4.78317,4.56215,4.54253,4.55474,4.43836,4.82064,4.63276,5.09953
"141298_at",6.99488,7.06078,6.98921,6.63358,6.94404,6.92849,7.11018,6.97164,7.08494,6.84676,7.09338,6.79179,6.93108,6.87852,6.90326,6.72359,6.68848,7.01407,6.94185,6.8398,6.89558,6.75673,6.89776,6.88995,6.7943,6.88707,6.98229,6.96859,6.73041,6.83108
"141299_at",3.30202,3.36785,3.37137,3.23033,3.44407,3.34827,3.40192,3.49464,3.30735,3.35193,3.50505,3.3327,3.36986,3.29845,3.33718,3.25935,3.29114,3.34284,3.45007,3.35375,3.31167,3.1831,3.22873,3.26311,3.25604,3.27576,3.38399,3.37267,3.22377,3.28916
"141300_at",4.83623,5.05851,4.89374,4.82856,4.73315,4.67884,4.81474,4.73631,4.81018,4.95165,4.9373,4.8048,4.79423,4.8991,4.6745,5.05597,4.85376,4.84592,4.76492,4.635,4.88674,4.94788,4.07203,4.70965,4.88478,4.86364,4.74414,4.64993,4.61444,4.49927
"141301_at",6.55864,6.42811,6.39964,6.45659,6.30313,6.35418,6.46985,6.63741,6.45781,6.46227,6.94304,6.30757,6.43369,6.34327,6.59952,6.28588,6.03676,6.59998,6.60591,6.3249,6.40091,6.21825,6.51974,6.51588,6.43312,6.64621,6.44223,6.33533,6.46279,6.11274
"141302_at",6.1,5.95595,5.87758,5.65057,5.90301,5.914,5.87642,5.90083,5.83623,5.90509,5.75907,5.9642,5.85954,5.9143,5.77346,5.68402,5.48213,5.88092,5.77393,5.75927,5.68485,5.68706,5.81711,5.65165,5.52181,5.71628,5.83258,5.80842,5.59802,5.68118
"141303_at",3.47102,3.63136,3.39435,3.38832,3.44161,3.47156,3.36803,3.40069,3.2449,3.22964,3.49398,3.40857,3.35261,3.6321,3.29038,3.20861,3.2566,3.33198,3.27144,3.319,3.42076,3.46019,3.4686,3.36138,3.429,3.19254,3.32351,3.42027,3.40082,3.45696
"141304_at",3.10515,2.75827,2.90845,2.85838,3.01208,2.94125,3.10776,3.06941,3.33015,2.76648,2.68817,3.15182,2.75657,2.86534,2.74012,2.9484,3.32183,2.68741,2.78427,2.79261,2.80253,2.98466,3.17033,2.69219,2.91451,2.65196,2.89525,2.95689,3.00793,3.08659
"141305_at",3.01945,3.19715,3.07594,3.11575,3.28332,3.36509,3.15118,3.04833,3.3679,3.1516,3.04313,3.16151,3.09899,3.07389,2.90075,3.24752,3.11499,3.06372,3.15652,3.11352,3.14471,3.22454,3.24032,3.24898,3.26987,3.14276,3.25891,3.36275,3.22348,3.32815
"141306_at",2.72323,2.66456,2.72953,2.66927,2.92741,2.64912,2.76764,3.04279,2.65221,2.59441,2.90562,2.79102,2.80617,2.79289,2.82571,2.7667,2.75603,2.78286,2.80238,2.57944,2.70587,2.70422,2.93772,2.66661,2.9082,2.68299,2.78332,2.66363,2.93245,2.75548
"141307_at",4.93952,4.94065,5.17057,5.18007,5.00904,5.01519,5.14114,4.98308,5.24355,5.13734,4.88631,5.00605,5.1274,5.24725,4.95759,5.13939,5.22689,5.12403,5.10636,5.10138,4.87644,5.15484,5.14156,5.21655,5.15169,4.92008,5.14773,5.16858,5.21286,5.14161
"141308_at",6.7602,6.6967,6.71403,6.39134,6.61135,6.67319,6.73838,6.60488,6.63863,6.69644,6.62751,6.55721,6.5365,6.76977,6.60783,6.33221,6.41093,6.50795,6.4207,6.6384,6.55048,6.55098,6.64732,6.59225,6.31732,6.63659,6.47046,6.46525,6.39048,6.38905
"141309_at",6.72746,6.68955,6.69383,6.78993,6.70849,6.71751,6.54643,6.66268,6.71399,6.81994,6.92838,6.57782,6.75043,6.52431,6.7033,6.56561,6.45542,6.78441,6.76333,6.54986,6.61704,6.49342,6.85983,6.63607,6.7182,6.69168,6.56362,6.62801,6.51364,6.35846
"141310_at",2.458,2.49876,2.43684,2.36756,2.38537,2.65036,2.51087,2.51783,2.59957,2.71759,2.51257,2.45907,2.56514,2.58609,2.56026,2.72837,2.59227,2.53221,2.50678,2.65781,2.5707,2.61907,2.68733,2.62534,2.56356,2.53263,2.69534,2.64803,2.60152,2.49592
"141311_at",4.29275,4.33046,4.38368,4.11201,4.26637,4.3638,4.28619,4.13351,4.17527,4.2361,4.22457,4.20059,4.3894,4.16883,4.18207,4.38817,4.18986,4.2232,4.14223,4.23674,4.28352,4.21732,4.37023,4.19267,4.44421,4.22952,4.18621,4.44259,4.27674,4.36604
"141312_at",8.38684,8.74286,8.36263,8.47128,8.36623,8.41136,8.3928,8.56432,8.49266,8.76028,8.65131,8.48671,8.6132,8.23265,8.68563,8.53931,8.48391,8.43987,8.76915,8.57807,8.38595,8.55632,8.35317,8.5793,8.40469,8.76883,8.59184,8.51746,8.49627,8.27216
"141313_at",4.53595,4.58162,4.63427,4.53264,4.55842,4.53096,4.64106,4.54047,4.67352,4.55929,4.48681,4.59873,4.54451,4.51787,4.36302,4.54905,4.55184,4.53407,4.43491,4.4964,4.52702,4.62043,4.60916,4.5302,4.64734,4.46396,4.54181,4.56493,4.51769,4.46906
"141314_at",2.87999,2.55934,2.41528,2.50329,2.58719,2.63811,2.55414,2.41706,2.62796,2.33032,2.18503,2.42892,2.16961,2.39923,2.40039,2.23304,2.51052,2.25405,2.2551,2.55546,2.28954,2.75584,2.44537,2.45862,2.39509,2.3704,2.38611,2.7349,2.80145,2.45822
"141315_at",7.7564,7.49271,7.66671,7.36772,7.31198,7.48863,7.23526,7.86253,7.49692,7.11748,6.99373,6.98182,6.69505,7.08263,6.85067,6.32468,6.66466,6.34231,6.30991,6.30224,6.05867,6.52347,7.61275,7.01945,6.79339,7.07223,7.70061,6.83745,7.30223,7.12557
"141316_at",5.71983,5.56544,5.55172,5.60986,5.60018,5.62805,5.56943,5.41416,5.58779,5.77213,5.55492,5.57138,5.64131,5.60348,5.6113,5.51064,5.43913,5.62855,5.54501,5.643,5.58967,5.32912,5.47826,5.50451,5.46007,5.52267,5.48236,5.62686,5.30378,5.53654
"141317_at",5.23646,5.1774,5.31137,5.05368,5.00224,5.02055,5.24399,5.18372,5.09288,5.28111,5.05528,5.02843,5.04791,5.15825,5.03738,4.88342,4.80773,5.00706,4.99861,4.9714,4.86993,4.87344,5.03629,5.07896,4.81994,5.09916,5.0692,5.09973,4.87886,4.98054
"141318_at",5.91164,5.9403,5.94853,5.93736,5.96763,5.87136,5.94739,6.02643,6.11741,5.94158,6.00005,5.89768,5.96437,6.22646,6.06146,5.84375,6.04829,6.07483,6.01606,6.18599,6.01349,6.05775,6.0709,6.02788,5.9983,6.08656,6.02358,6.25945,6.25343,6.10175
"141319_at",4.28522,4.2674,4.29837,4.28152,4.38538,4.34241,4.2795,4.23112,4.34388,4.19697,4.11524,4.1607,4.4019,4.20568,4.13778,4.38215,4.34024,4.34916,4.21887,4.12793,4.10317,4.39458,4.18202,4.30046,4.18908,4.3553,3.95836,4.60576,4.27903,4.42603
"141320_at",3.65894,3.54755,3.71305,3.79425,4.08549,4.01282,3.89885,3.75138,3.79217,3.60209,3.5382,3.66457,3.59591,3.88027,3.61051,3.87969,3.87477,3.64992,3.74821,3.56038,3.48493,3.67693,3.78971,3.52067,3.5492,3.53533,3.6771,3.84707,3.65074,3.95509
"141321_at",7.7027,7.66722,7.59557,7.52688,7.54225,7.59001,7.61238,7.60566,7.7046,7.88659,7.81987,7.61887,7.81407,7.51703,7.55609,7.47158,7.36298,7.61316,7.78645,7.76554,7.64843,7.56079,7.56753,7.76222,7.37974,7.77329,7.52583,7.61714,7.59709,7.25414
"141322_at",5.89725,5.91445,5.66299,5.49044,5.3958,5.73249,5.75222,5.60181,5.71734,5.62647,5.71466,5.39113,5.45679,5.37964,5.51126,5.41796,5.60755,5.58358,5.63262,5.44023,5.74377,5.63398,4.95241,5.35075,5.40704,5.44678,5.40427,5.36608,5.5241,5.0592
"141323_at",6.41605,6.46497,6.51365,6.49862,6.66274,6.51725,6.38711,6.58053,6.42865,6.25638,6.3881,6.43514,6.23396,6.35127,6.34536,6.40801,6.60385,6.45221,6.28316,6.25468,6.4539,6.32185,6.52782,6.49187,6.50647,6.38643,6.3849,6.4682,6.5335,6.6858
"141324_at",2.42928,2.50069,2.53352,2.58344,2.5793,2.27354,2.52003,2.47237,2.63002,2.39761,2.46661,2.56632,2.3944,2.71656,2.52728,2.51514,2.64979,2.54754,2.50431,2.33982,2.41369,2.59891,2.52125,2.51637,2.41391,2.47059,2.58085,2.61018,2.58033,2.63202
"141325_at",5.15961,5.10882,4.97982,5.00225,5.11024,5.23576,5.22777,4.98239,4.98021,5.02713,4.9865,5.02304,4.85123,4.99344,4.95876,4.87414,4.72935,5.11867,4.87986,4.74463,4.73405,4.80082,4.98579,4.90079,4.90425,4.85859,4.83415,4.8873,4.88199,5.12724
"141326_at",9.00992,9.18282,8.72992,8.89907,8.75861,8.78517,8.18989,8.66593,8.19083,9.04746,9.1978,8.94049,9.10036,8.92927,9.37504,8.88465,8.74883,9.36472,9.07419,8.85294,8.97008,8.34134,8.77243,8.76718,8.67312,8.68961,8.72379,8.23421,8.60781,8.43113
"141327_at",4.44893,4.40469,4.23677,4.36215,4.6713,4.38286,4.34108,4.2734,4.41925,4.24477,4.05395,4.39047,4.42579,4.56881,4.11317,4.49558,4.56016,4.50531,4.2593,4.44665,4.47235,4.57685,4.4583,4.35317,4.43729,4.32588,4.52094,4.38705,4.47956,4.71366
"141328_at",5.65997,5.4655,5.08305,5.25438,5.31217,5.28148,5.06851,5.31245,5.07401,5.32122,5.55583,5.10141,5.47194,5.28766,5.42706,5.0427,5.13683,5.39621,5.25693,5.22903,5.59055,4.77865,5.16889,5.2201,4.92709,5.347,5.15442,4.84955,5.06415,5.08306
"141329_at",8.30796,8.29116,8.26882,8.19725,8.21073,8.18297,8.14413,8.18833,8.21073,8.35113,8.43289,8.26607,8.32923,8.14523,8.36731,8.2718,8.07279,8.26442,8.30026,7.96829,8.15971,8.05795,8.2202,8.17922,8.20181,8.19831,8.10463,8.12467,8.18898,8.08595
"141330_at",2.64674,2.47262,2.69056,2.53175,2.50211,2.73653,2.6034,2.46803,2.69844,2.60642,2.62516,2.65246,2.43338,2.59432,2.54723,2.46089,2.61308,2.50724,2.60367,2.61657,2.5401,2.66918,2.64927,2.51268,2.65304,2.65172,2.52597,2.61826,2.73181,2.58013
"141331_at",4.22817,4.32975,4.30099,4.15644,4.19641,4.20791,4.37994,4.30403,4.4489,4.23267,4.26331,4.29606,4.28795,4.43757,4.37627,4.43843,4.45729,4.30886,4.34176,4.3672,4.14683,4.28597,4.24166,4.26133,4.12598,4.32781,4.31023,4.30469,4.22999,4.30713
"141332_at",4.28969,4.14207,4.07215,4.2192,4.06788,4.18659,4.10456,4.22117,4.12401,4.45694,4.54808,4.24178,4.34068,3.85976,4.32999,4.23706,4.26098,4.23355,4.4839,4.38158,4.24736,4.12007,4.2076,4.30862,4.05142,4.37614,4.24262,4.09446,4.24912,3.95314
"141333_at",6.52215,6.4274,6.24825,6.54082,6.13803,6.46234,6.19552,6.12661,6.15026,6.58533,6.91952,6.57106,6.63099,6.37903,7.01082,6.53811,6.25126,6.7094,6.51771,6.2304,6.83726,6.54399,5.8251,6.03895,6.40827,6.5684,6.15387,5.90718,6.17366,6.09626
"141334_at",5.27061,5.16188,5.28197,5.38772,5.41035,5.28965,5.36672,5.28666,5.41825,5.26245,5.08603,5.39128,5.05932,5.4519,5.18821,5.22156,5.37571,5.06704,5.26772,5.26086,5.1602,5.4685,5.31857,5.25986,5.41949,5.19272,5.27997,5.24987,5.44699,5.34912
"141335_at",5.20317,5.01604,4.97641,4.82622,4.70116,5.00279,4.86384,4.95955,4.95585,5.04429,5.30038,4.87677,4.97903,4.8092,4.9858,4.89597,4.68256,5.14435,4.97919,4.86015,4.89957,4.97535,3.65101,4.99065,5.01607,5.01143,4.98572,4.70891,4.96621,4.49395
"141336_at",6.22066,6.07832,6.03558,6.05341,5.92227,6.01167,5.94352,5.89508,5.84959,6.1844,6.32069,6.095,6.24132,5.91728,6.23535,6.00991,5.97489,6.18466,6.09709,5.94253,6.17434,5.95049,5.87792,5.9063,5.9166,6.11168,6.08054,5.81447,5.93053,5.89441
"141337_at",2.96801,3.00473,2.74829,2.94632,2.7838,2.81398,2.87751,2.81619,2.95919,2.70687,2.84101,2.92533,2.82244,2.77671,2.87715,2.90092,2.87682,2.84092,2.76307,2.95256,2.59015,3.07105,3.02641,3.0307,2.88997,2.85056,2.88861,2.92901,2.99288,3.07761
"141338_at",4.39356,4.33924,4.47282,4.63408,4.71833,4.48397,4.66444,4.69652,4.67883,4.63019,4.39495,4.68891,4.47583,4.49087,4.38328,4.5739,4.63014,4.50231,4.45239,4.6938,4.45454,4.67898,4.76699,4.4703,4.59124,4.44857,4.53128,4.56436,4.57456,4.6562
"141339_at",2.47085,2.50024,2.59171,2.55254,2.62072,2.64344,2.67117,2.67205,2.72754,2.5925,2.54453,2.71037,2.63995,2.80229,2.59018,2.61232,2.57317,2.45852,2.58019,2.69236,2.59172,2.69705,2.72515,2.64268,2.55022,2.50316,2.50249,2.68024,2.79861,2.48281
"141340_at",3.08162,3.10885,3.05533,3.01169,3.1912,2.95097,3.01885,3.14086,3.16789,3.09803,2.9888,2.85626,3.01687,3.00481,2.86332,2.82271,3.19634,2.9146,3.0019,3.0122,2.87912,3.18177,2.91628,2.89362,2.95076,2.98934,2.89341,3.2363,2.9911,3.04065
"141341_at",2.56772,2.77994,2.72454,2.73308,2.8335,2.86667,2.61355,2.80313,2.78874,2.51954,2.69763,2.74675,2.63525,2.82775,2.56495,2.91503,2.83716,2.67169,2.46972,2.77172,2.64979,2.78957,2.75395,2.72477,2.69538,2.65399,2.58317,2.8253,2.69816,2.72455
"141342_at",6.89121,6.84926,7.08794,6.70093,6.87516,6.74306,6.88721,7.02269,6.89517,6.88272,6.77619,6.79736,6.76002,6.83103,6.88889,6.741,6.77157,6.8308,6.98883,6.80399,6.76544,6.65123,7.05757,6.99024,7.20395,6.89693,7.11132,7.12211,7.13323,6.8081
"141343_at",4.30436,4.44855,4.38015,4.26484,4.32226,4.24186,4.35761,4.28031,4.29305,4.44372,4.5126,4.19714,4.46674,4.36483,4.34688,4.3309,4.36219,4.53657,4.4897,4.34226,4.42346,4.24927,4.16877,4.35024,4.30987,4.48844,4.32696,4.4926,4.41808,4.43865
"141344_at",4.4967,4.34722,4.25454,4.45259,4.59081,4.42903,4.41952,4.48814,4.65619,4.39056,4.60225,4.44917,4.50283,4.71127,4.54572,4.51794,4.52166,4.53622,4.43162,4.53038,4.70093,4.70057,4.30137,4.60113,4.60664,4.34832,4.53247,4.50627,4.53917,4.48531
"141345_at",6.03429,5.95673,5.87524,5.86834,5.88023,5.89412,5.97515,5.91147,5.81958,6.06776,5.9917,5.90379,5.89916,5.61262,5.89197,5.86635,5.76897,5.87868,5.86642,5.88062,5.72563,5.61116,5.81709,5.87254,5.64418,5.92112,5.81565,5.55752,5.73108,5.63119
"141346_at",5.91462,5.82488,5.64816,5.80204,6.02147,5.9049,5.79836,5.92411,5.96395,5.73147,5.9127,5.96581,5.82384,5.77996,5.75808,5.60542,5.55064,5.82893,5.8936,5.84129,5.66664,5.84884,5.92899,5.95149,5.65412,5.83722,5.87273,5.75036,5.74462,5.60725
"141347_at",4.50115,4.46173,4.6515,4.5095,4.54314,4.51175,4.79363,4.65258,4.84222,4.33365,4.36503,4.57256,4.4827,4.64873,4.40147,4.42679,4.48299,4.51747,4.36538,4.62024,4.42878,4.56918,4.75037,4.60279,4.6295,4.34109,4.71192,4.67293,4.57858,4.61172
"141348_at",8.57425,8.26201,8.0747,8.29263,7.88821,8.39476,8.03807,8.34432,8.21537,8.78864,9.02829,8.83873,8.94428,8.48208,9.21609,8.37186,8.21397,8.75811,8.63747,8.39142,8.85433,8.95336,8.25614,8.53433,8.35662,8.85536,8.6618,8.11882,8.5381,8.34863
"141349_at",6.64321,6.47851,6.63935,6.41417,6.64563,6.53531,6.72129,6.47155,6.70425,6.29322,6.60514,6.66199,6.53396,6.49207,6.53103,6.50146,6.34489,6.6624,6.83788,6.73661,6.6398,6.20354,6.86758,6.65756,6.31156,6.41099,6.58261,6.47126,6.25373,6.34421
"141350_at",4.67099,4.82444,4.84316,4.56283,4.76266,4.69174,4.57087,4.73792,4.74158,4.74574,4.65316,4.66188,4.55214,4.81762,4.63554,4.52753,4.68052,4.74944,4.72231,4.63672,4.65967,4.79265,4.84581,4.48818,4.62824,4.53677,4.61989,4.63911,4.60035,4.6727
"141351_at",2.86678,2.99341,3.0341,3.00229,2.88072,2.95853,2.96475,2.93635,2.87546,2.92571,2.98437,3.03163,2.93432,3.13408,2.93466,3.05254,3.01045,2.97382,3.10459,2.97628,2.94571,3.02287,3.17871,2.91394,3.10784,2.94565,2.99823,2.92721,3.05128,2.99076
"141352_at",3.35917,3.35902,3.53733,3.22613,3.30829,3.43025,3.54804,3.38136,3.44173,3.28765,3.4576,3.39437,3.37512,3.54399,3.35702,3.39145,3.46942,3.28084,3.50888,3.32902,3.42191,3.5431,3.6134,3.37442,3.36483,3.35074,3.55535,3.33316,3.44988,3.39499
"141353_at",5.81631,5.90469,6.53162,6.42743,6.11827,5.98931,6.23128,6.1704,6.44708,5.6374,6.11061,5.86881,5.4482,5.91621,5.70028,5.54497,5.73743,5.64324,5.9213,5.5764,5.57932,5.6706,5.95687,5.81809,6.46201,5.98243,6.22127,6.07678,6.17669,6.27951
"141354_at",6.95905,6.94107,6.87251,6.89563,6.70607,6.9186,7.10881,6.90633,6.93658,7.09347,7.42101,7.15184,7.02742,7.0217,7.22738,6.87945,6.82731,7.10619,6.93428,6.92253,7.0159,7.16417,6.64656,6.9506,6.95734,7.05037,6.94798,7.03022,7.01622,6.6955
"141355_at",5.5761,5.56925,5.50877,5.33094,5.47378,5.46774,5.61408,5.66163,5.47847,5.43521,5.34641,5.39874,5.39333,5.26243,5.50312,5.35437,5.26379,5.26139,5.44571,5.4442,5.29114,5.30061,5.82918,5.47255,5.36575,5.5246,5.73616,5.51592,5.35844,5.38343
"141356_at",7.56479,7.40596,7.4771,7.35801,7.39666,7.52997,7.43535,7.54942,7.43529,7.81023,7.75512,7.62974,7.68859,7.67838,7.73498,7.53717,7.4425,7.68213,7.85357,7.61648,7.54697,7.39425,7.552,7.5986,7.50534,7.62881,7.67929,7.49146,7.43688,7.36991
"141357_at",7.73653,7.66159,7.73235,7.53352,7.62798,7.63572,7.71563,7.50803,7.54782,7.71571,7.84011,7.61334,7.72407,7.74511,7.67231,7.56881,7.43522,7.72984,7.64531,7.76874,7.66914,7.59244,7.74578,7.72282,7.51036,7.63337,7.59545,7.76442,7.65867,7.46912
"141358_at",10.7083,10.7068,10.7469,10.7484,10.7094,10.7098,10.7443,10.6798,10.6919,10.8053,10.7597,10.8818,10.7619,10.7897,10.7082,10.9211,10.8103,10.7678,10.8104,10.7066,10.7175,10.4961,10.7314,10.8025,10.8333,10.9849,10.8659,10.7757,10.7185,10.8633
"141359_at",6.33156,6.26182,6.37392,6.22704,6.15315,6.35218,6.3406,6.37651,6.27136,6.39453,6.50197,6.16937,6.32156,6.24275,6.29089,6.15648,6.07572,6.34988,6.43998,6.27172,6.27823,6.21624,6.34637,6.37871,6.26745,6.37079,6.47876,6.1403,6.23644,6.14596
"141360_at",4.84321,4.76689,5.12876,5.05514,4.9476,5.05419,5.23868,5.1888,5.22743,4.83794,4.71847,4.74773,4.88564,4.83645,4.70449,4.82767,4.919,4.70939,4.86251,4.65827,4.87065,4.97544,5.19258,4.88885,4.96897,4.8656,5.00816,4.96404,5.06662,4.99762
"141361_at",3.92393,4.06725,4.00573,4.01404,4.03573,4.10622,4.0779,3.96689,4.03408,4.02586,4.2531,4.00156,4.08952,4.01427,4.14642,3.95245,4.1105,4.20319,3.99724,3.97942,3.84701,3.99383,4.06202,4.00111,4.0223,4.05077,3.96143,4.2481,4.01339,3.94932
"141362_at",4.67442,4.71318,4.54707,4.63737,4.7386,4.63047,4.59978,4.6445,4.84771,4.62,4.53968,4.8791,4.78604,4.71609,4.6712,4.79258,4.91291,4.72985,4.6338,4.76251,4.68509,4.73482,4.85393,4.60744,4.69907,4.70551,4.69432,4.74862,4.84515,4.96101
"141363_at",4.56797,4.6157,4.43985,4.77733,4.81787,4.52906,4.90348,4.67665,4.78381,4.65879,4.87113,4.90779,4.63627,4.69024,4.90969,4.55541,4.60374,4.70527,4.62564,4.74415,4.50698,4.65941,4.52098,4.5616,4.82177,4.56391,4.74824,4.80784,4.72345,4.46675
"141364_at",3.7777,3.70762,3.81772,3.82958,3.81549,3.737,3.84057,3.67047,3.86909,3.79069,3.58268,3.88459,3.75739,3.85474,3.53776,3.75109,3.81016,3.8082,3.75139,3.77131,3.61989,3.82051,3.77688,3.682,3.81137,3.80472,3.72099,3.62265,3.74888,3.78285
"141365_at",2.61756,2.80825,2.6503,2.57144,2.74174,2.68345,2.56485,2.62111,2.56121,2.59391,2.47183,2.63588,2.56356,2.51858,2.56836,2.74278,2.68367,2.6235,2.56608,2.60702,2.53848,2.71267,2.65156,2.52116,2.56301,2.56588,2.47961,2.62667,2.57918,2.51853
"141366_at",2.19379,2.32485,2.25818,2.26805,2.18642,2.40754,2.29016,2.34635,2.44104,2.2173,2.18477,2.31186,2.27465,2.31662,2.17073,2.27842,2.31562,2.25751,2.27505,2.28607,2.18913,2.34189,2.33795,2.20664,2.20233,2.20812,2.30247,2.34857,2.36007,2.23059
"141367_at",5.74771,5.66737,5.59342,5.57173,5.4674,5.55536,5.5104,5.5681,5.58854,6.01835,6.13554,5.71309,5.95189,5.80415,6.0378,5.67862,5.59553,5.91397,6.00896,5.69017,6.11539,5.67629,5.48447,5.80873,5.6146,5.92664,5.78554,5.72383,5.73296,5.54238
"141368_at",6.77575,6.74206,6.75563,6.91409,7.03872,6.90924,6.98926,6.86211,6.90063,6.80166,6.66572,6.98519,6.8965,7.15902,6.84806,6.80455,6.83253,6.80177,6.82025,6.82752,6.88568,6.94862,7.12635,6.75911,6.90459,6.71156,6.81371,6.8165,6.94861,6.91487
"141369_at",2.32583,2.50385,2.40918,2.40662,2.36259,2.55515,2.55592,2.39602,2.71427,2.34875,2.23192,2.31489,2.42231,2.58228,2.23658,2.36385,2.397,2.37147,2.38161,2.50554,2.48495,2.41575,2.4989,2.3768,2.32255,2.46075,2.31217,2.41594,2.32421,2.37318
"141370_at",6.69912,6.66142,6.68773,6.67357,6.58229,6.67516,6.70727,6.75276,6.63821,6.68217,6.76325,6.50462,6.57664,6.60457,6.70668,6.57965,6.45992,6.86384,6.78987,6.65918,6.65174,6.30081,7.14148,6.51291,6.68639,6.52998,6.92328,6.71129,6.70521,6.74241
"141371_at",2.84782,2.95727,2.86634,2.98901,2.94232,3.02974,2.91797,3.04698,2.91643,2.93778,2.85068,2.99798,2.95324,2.87128,2.92131,2.8442,2.82287,3.07249,2.87553,2.98236,3.09333,3.0167,2.85284,2.97287,3.00106,2.91028,3.03833,3.10877,3.07538,3.14087
"141372_at",4.79594,4.71143,4.67227,4.67426,4.502,4.75799,4.61961,4.75831,4.57823,4.73721,4.70818,4.55252,4.64952,4.22802,4.8958,4.94186,4.59895,5.18927,4.85062,4.47804,4.77954,4.58084,3.658,4.55681,4.76536,4.87344,4.48025,4.4368,4.47388,4.24446
"141373_at",2.44051,2.3107,2.27967,2.238,2.3927,2.38122,2.46743,2.46038,2.443,2.22681,2.25713,2.48119,2.23708,2.42957,2.19564,2.27162,2.28575,2.15401,2.28493,2.3507,2.24764,2.23305,2.45359,2.09968,2.20436,2.35586,2.25455,2.16988,2.28099,2.31037
"141374_at",5.88612,4.40777,7.00435,5.46109,4.99934,4.76613,6.81054,6.40001,7.50412,4.55974,6.43923,4.37086,4.26992,4.63868,4.16463,4.2231,4.85454,4.69559,5.47565,4.07004,4.04808,4.7454,5.13644,5.34463,5.32378,5.71569,6.85154,4.56394,5.41574,5.75752
"141375_at",4.14553,4.0485,4.14423,4.12943,4.11823,4.36973,4.23196,4.13709,4.07978,4.2445,4.20671,4.23331,4.20049,4.24926,4.06733,4.3189,4.29251,4.29274,4.09593,4.21217,4.0817,4.20357,4.32622,4.22852,4.37058,4.20791,4.10155,4.34663,4.22647,4.33665
